iter	Passed	Remaining
1679	10081	1920
1680	10086	1914
1681	10090	1907
1682	10095	1901
1683	10100	1895
1684	10104	1889
1685	10109	1882
1686	10114	1876
1687	10118	1870
1688	10123	1864
1689	10128	1857
1690	10132	1851
1691	10137	1845
1692	10142	1839
1693	10147	1832
1694	10153	1827
1695	10157	1820
1696	10163	1814
1697	10167	1808
1698	10171	1802
1699	10176	1795
1700	10180	1789
1701	10184	1783
1702	10190	1777
1703	10194	1770
1704	10199	1764
1705	10205	1758
1706	10209	1752
1707	10214	1746
1708	10220	1740
1709	10224	1734
1710	10229	1727
1711	10235	1721
1712	10240	1715
1713	10244	1709
1714	10248	1703
1715	10254	1697
1716	10259	1690
1717	10263	1684
1718	10273	1679
1719	10298	1676
1720	10303	1670
1721	10307	1664
1722	10311	1657
1723	10315	1651
1724	10340	1648
1725	10345	1642
1726	10350	1636
1727	10354	1629
1728	10358	1623
1729	10363	1617
1730	10367	1611
1731	10371	1604
1732	10388	1600
1733	10413	1597
1734	10417	1591
1735	10421	1584
1736	10425	1578
1737	10430	1572
1738	10434	1566
1739	10439	1559
1740	10455	1555
1741	10470	1550
1742	10474	1544
1743	10490	1539
1744	10494	1533
1745	10501	1527
1746	10506	1521
1747	10531	1518
1748	10536	1512
1749	10541	1505
1750	10545	1499
1751	10551	1493
1752	10555	1487
1753	10560	1481
1754	10563	1474
1755	10571	1468
1756	10575	1462
1757	10580	1456
1758	10585	1450
1759	10589	1444
1760	10594	1437
1761	10598	1431
1762	10603	1425
1763	10607	1419
1764	10612	1413
1765	10617	1406
1766	10622	1400
1767	10626	1394
1768	10631	1388
1769	10635	1382
1770	10640	1375
1771	10645	1369
1772	10651	1363
1773	10655	1357
1774	10661	1351
1775	10666	1345
1776	10671	1339
1777	10676	1333
1778	10680	1326
1779	10685	1320
1780	10689	1314
1781	10693	1308
1782	10698	1302
1783	10702	1295
1784	10706	1289
1785	10711	1283
1786	10715	1277
1787	10719	1271
1788	10724	1264
1789	10728	1258
1790	10732	1252
1791	10737	1246
1792	10741	1240
1793	10746	1234
1794	10752	1228
1795	10757	1221
1796	10765	1216
1797	10769	1209
1798	10774	1203
1799	10778	1197
1800	10783	1191
1801	10787	1185
1802	10792	1179
1803	10797	1173
1804	10802	1167
1805	10806	1160
1806	10811	1154
1807	10815	1148
1808	10819	1142
1809	10825	1136
1810	10829	1130
1811	10834	1124
1812	10838	1117
1813	10843	1111
1814	10848	1105
1815	10853	1099
1816	10858	1093
1817	10864	1087
1818	10869	1081
1819	10874	1075
1820	10878	1069
1821	10884	1063
1822	10888	1057
1823	10893	1051
1824	10904	1045
1825	10917	1040
1826	10921	1034
1827	10926	1028
1828	10930	1021
1829	10934	1015
1830	10943	1010
1831	10947	1003
1832	10952	997
1833	10956	991
1834	10992	988
1835	10996	982
1836	11001	976
1837	11005	969
1838	11009	963
1839	11013	957
1840	11030	952
1841	11035	946
1842	11039	940
1843	11053	935
1844	11057	928
1845	11061	922
1846	11066	916
1847	11071	910
1848	11075	904
1849	11079	898
1850	11084	892
1851	11090	886
1852	11094	880
1853	11098	873
1854	11118	869
1855	11122	862
1856	11130	857
1857	11135	851
1858	11139	844
1859	11144	838
1860	11148	832
1861	11153	826
1862	11161	820
1863	11166	814
1864	11170	808
1865	11174	802
1866	11179	796
1867	11183	790
1868	11188	784
1869	11192	778
1870	11197	772
1871	11201	765
1872	11206	759
1873	11210	753
1874	11214	747
1875	11218	741
1876	11223	735
1877	11227	729
1878	11232	723
1879	11237	717
1880	11241	711
1881	11246	705
1882	11250	699
1883	11254	692
1884	11258	686
1885	11263	680
1886	11267	674
1887	11272	668
1888	11276	662
1889	11281	656
1890	11286	650
1891	11290	644
1892	11297	638
1893	11302	632
1894	11306	626
1895	11313	620
1896	11317	614
1897	11321	608
1898	11326	602
1899	11331	596
1900	11336	590
1901	11340	584
1902	11346	578
1903	11350	572
1904	11354	566
1905	11358	560
1906	11364	554
1907	11370	548
1908	11374	542
1909	11380	536
1910	11384	530
1911	11388	524
1912	11394	518
1913	11398	512
1914	11403	506
1915	11407	500
1916	11413	494
1917	11417	488
1918	11422	482
1919	11426	476
1920	11431	470
1921	11435	464
1922	11440	458
1923	11444	452
1924	11448	446
1925	11452	440
1926	11457	434
1927	11462	428
1928	11466	422
1929	11471	416
1930	11475	410
1931	11479	404
1932	11484	398
1933	11489	392
1934	11493	386
1935	11498	380
1936	11503	374
1937	11507	368
1938	11512	362
1939	11517	356
1940	11522	350
1941	11527	344
1942	11532	338
1943	11536	332
1944	11543	326
1945	11548	320
1946	11553	314
1947	11558	308
1948	11563	302
1949	11568	296
1950	11573	290
1951	11579	284
1952	11584	278
1953	11589	272
1954	11596	266
1955	11600	260
1956	11607	255
1957	11613	249
1958	11622	243
1959	11627	237
1960	11632	231
1961	11637	225
1962	11645	219
1963	11653	213
1964	11658	207
1965	11663	201
1966	11668	195
1967	11672	189
1968	11678	183
1969	11682	177
1970	11687	171
1971	11693	166
1972	11698	160
1973	11703	154
1974	11710	148
1975	11715	142
1976	11719	136
1977	11726	130
1978	11731	124
1979	11736	118
1980	11743	112
1981	11747	106
1982	11751	100
1983	11756	94
1984	11761	88
1985	11765	82
1986	11770	77
1987	11775	71
1988	11780	65
1989	11785	59
1990	11790	53
1991	11795	47
1992	11800	41
1993	11816	35
1994	11823	29
1995	11828	23
1996	11832	17
1997	11837	11
1998	11844	5
1999	11848	0
