iter	Logloss
114	0.1425233153
115	0.1417502724
116	0.1409752188
117	0.1403345371
118	0.1399190677
119	0.1393158143
120	0.1387649225
121	0.1382900899
122	0.1375013449
123	0.1365417203
124	0.1354663556
125	0.1346066463
126	0.1338719124
127	0.1333630253
128	0.1325443226
129	0.131722431
130	0.1302764944
131	0.1294410142
132	0.1284548604
133	0.1278659682
134	0.1271997738
135	0.1263995811
136	0.1253149349
137	0.1247866659
138	0.1241633003
139	0.1236329261
140	0.1228892704
141	0.1219840024
142	0.121303372
143	0.1208787349
144	0.1202023841
145	0.1192076777
146	0.1183585823
147	0.1178444888
148	0.117208465
149	0.1164555535
150	0.115896664
151	0.1152769866
152	0.1145113114
153	0.1138075628
154	0.1130973189
155	0.1126330634
156	0.112265607
157	0.1119441252
158	0.1111019046
159	0.1105874305
160	0.1098521444
161	0.1093102364
162	0.1086365228
163	0.108216328
164	0.1076238037
165	0.107009263
166	0.1064699975
167	0.1059011068
168	0.105228497
169	0.1046423651
170	0.1042663696
171	0.1038391589
172	0.1033958214
173	0.1030568665
174	0.1023313211
175	0.1017681898
176	0.101040006
177	0.100523921
178	0.09998883247
179	0.09965137551
180	0.09903111667
181	0.09836849998
182	0.09778000587
183	0.09736715467
184	0.09689742416
185	0.09638819377
186	0.09589615368
187	0.09524068399
188	0.09487975566
189	0.09440787081
190	0.09405648861
191	0.09371671311
192	0.09332147655
193	0.09303332571
194	0.09281397096
195	0.09229978535
196	0.09211554732
197	0.09185213501
198	0.09142632848
199	0.09110136177
200	0.09049687691
201	0.09015624996
202	0.08969132727
203	0.08912477335
204	0.08889235007
205	0.08849404639
206	0.08795962733
207	0.0872758109
208	0.08685617111
209	0.08644859569
210	0.08598071504
211	0.08540500219
212	0.08504699157
213	0.08482868753
214	0.08423099713
215	0.08369835556
216	0.08345971778
217	0.08297778789
218	0.08270464724
219	0.08220749521
220	0.08169930323
221	0.08131270426
222	0.08102863622
223	0.08063275292
224	0.08014483763
225	0.07988113841
226	0.07941154985
227	0.07913763986
228	0.07888087385
229	0.07849463547
230	0.07832422277
231	0.07792248591
232	0.07778098679
233	0.07727903409
234	0.07690480883
235	0.07651303813
236	0.07623937029
237	0.07591523126
238	0.07557994166
239	0.07534176043
240	0.07511038105
241	0.0749336183
242	0.07437685146
243	0.07415982578
244	0.07374237943
245	0.07357838624
246	0.07331344382
247	0.07310708269
248	0.07285563979
249	0.07260784964
250	0.07224788553
251	0.07178363944
252	0.07146565553
253	0.07123294649
254	0.07087305828
255	0.07051132836
256	0.07036148893
257	0.06998216538
258	0.06959541808
259	0.0693546877
260	0.06918835336
261	0.06876200045
262	0.06853669629
263	0.06830260323
264	0.06784266138
265	0.06758838551
266	0.06738782622
267	0.06693171415
268	0.06675594114
269	0.06656308328
270	0.0663761603
271	0.06605530714
272	0.06580819632
273	0.06565301508
274	0.06543213153
275	0.06514525263
276	0.06493828461
277	0.06467611916
278	0.06432373802
279	0.06397923061
280	0.06382464259
281	0.06363794649
282	0.06338144821
283	0.06319433359
284	0.06302319035
285	0.06273077669
286	0.06244438055
287	0.06222293566
288	0.06194313171
289	0.06167259939
290	0.06142363386
291	0.0613364907
292	0.06115073231
293	0.06102887193
294	0.06073427832
295	0.06053032549
296	0.06034561134
297	0.06011732316
298	0.05993000822
299	0.05968936773
300	0.05942518644
301	0.05923269012
302	0.05894845706
303	0.05881906849
304	0.05854072879
305	0.05830752287
306	0.05810383332
307	0.05798953938
308	0.0577661389
309	0.05757570073
310	0.05735450798
311	0.05722261032
312	0.05702240572
313	0.05686781747
314	0.0565461028
315	0.05643998609
316	0.05630316835
317	0.05612347946
318	0.05574222479
319	0.05555750591
320	0.05548419379
321	0.05516974797
322	0.05501044181
323	0.05490605599
324	0.0548086009
325	0.05470578353
326	0.05443181315
327	0.0542250241
328	0.05402484231
329	0.05378077146
330	0.05346903369
331	0.05329462279
332	0.05309469464
333	0.052904049
334	0.05267622889
335	0.05243754403
336	0.05234040026
337	0.05224954163
338	0.05214324758
339	0.05196063641
340	0.05178547026
341	0.05162474341
342	0.05152287548
343	0.0513188421
344	0.05125724148
345	0.05106628485
346	0.05095255123
347	0.05067496299
348	0.05045214526
349	0.05034434071
350	0.05019303424
351	0.05010281746
352	0.0499829683
353	0.04974728119
354	0.04959347208
355	0.04942549819
356	0.04931665197
357	0.04914351796
358	0.04904061668
359	0.04898600329
360	0.0488109953
361	0.0485907714
362	0.04835848702
363	0.04829130878
364	0.04815596683
365	0.0479021751
366	0.04778278215
367	0.04751566955
368	0.04735897331
369	0.04723277562
370	0.04708754252
371	0.04691320852
372	0.04683615582
373	0.0467696667
374	0.04668567963
375	0.04653049886
376	0.04640393097
377	0.04621395404
378	0.04614832715
379	0.04598523813
380	0.04581094316
381	0.04571435236
382	0.04553952648
383	0.04542697111
384	0.04528640915
385	0.0451420915
386	0.04502836389
387	0.04498638648
388	0.04478525507
389	0.04464566601
390	0.04453520438
391	0.0443681237
392	0.04412174666
393	0.04405295076
394	0.04395656233
395	0.04377919761
396	0.04358189288
397	0.04340538962
398	0.04332528301
399	0.0431453119
400	0.0429790846
401	0.04287644554
402	0.04272527395
403	0.04257656247
404	0.04244935337
405	0.04230991657
406	0.042253831
407	0.04215908801
408	0.04199127401
409	0.04186477078
410	0.04177114934
411	0.04160052301
412	0.04148195572
413	0.0413295279
414	0.04126645061
415	0.04107748575
416	0.04102551512
417	0.04088189344
418	0.04081547734
419	0.04065346518
420	0.04051881159
421	0.04046870676
422	0.04038901378
423	0.0402801215
424	0.04020518802
425	0.0400550622
426	0.03994964793
427	0.03985771765
428	0.03971254133
429	0.03962210288
430	0.03951108301
431	0.03944586513
432	0.0392803685
433	0.03914378453
434	0.03897696168
435	0.03892306125
436	0.03878902358
437	0.0386434023
438	0.03848684723
439	0.03837263878
440	0.03824939098
441	0.03813511788
442	0.03803617594
443	0.03794985185
444	0.03785519771
445	0.03771166202
446	0.03745837098
447	0.03737636804
448	0.03730189074
449	0.0372387869
450	0.03709333275
451	0.03701710874
452	0.03695889311
453	0.03688898419
454	0.0368136186
455	0.03671066544
456	0.03663319603
457	0.03653757292
458	0.03641836135
459	0.03627423059
460	0.03620670462
461	0.03611805767
462	0.03604000213
463	0.03591727773
464	0.03584343784
465	0.03577617218
466	0.03567822059
467	0.03557153839
468	0.03547348626
469	0.03542968996
470	0.03530899381
471	0.03510428963
472	0.0350355436
473	0.03489741646
474	0.03482113291
475	0.03472782289
476	0.03466880985
477	0.0345742967
478	0.03446333502
479	0.03437483517
480	0.03432368997
481	0.03427278237
482	0.03418779621
483	0.0341435276
484	0.03406420582
485	0.03398388359
486	0.03387400988
487	0.03381045001
488	0.03370433389
489	0.03359885291
490	0.03351851051
491	0.03345389477
492	0.03340458937
493	0.03334337916
494	0.03329403798
495	0.03323579809
496	0.03309278159
497	0.0330587754
498	0.032914041
499	0.03282866729
500	0.03273789086
501	0.03262801413
502	0.03256481054
503	0.03249373284
504	0.03239999646
505	0.03227750637
506	0.03221712011
507	0.03218379773
508	0.03209053736
509	0.0320027942
510	0.03194947483
511	0.03191100623
512	0.0318602697
513	0.03176025963
514	0.03169043994
515	0.03165309007
516	0.03156181085
517	0.03146103268
518	0.03141501196
519	0.03135016613
520	0.03132440531
521	0.03127574737
522	0.03113352759
523	0.03107888654
524	0.03095038924
525	0.03089441028
526	0.03078641235
527	0.03069897768
528	0.03065990625
529	0.03061709798
530	0.03057211432
531	0.0305419415
532	0.03041924214
533	0.03032303709
534	0.03029244373
535	0.03024802014
536	0.0301824813
537	0.03011668311
538	0.03008996454
539	0.02998083934
540	0.02989885845
541	0.02982525258
542	0.02974116769
543	0.02965743562
544	0.02958984839
545	0.02950924067
546	0.02941665935
547	0.02934585502
548	0.02925208006
549	0.02912476619
550	0.0290600039
551	0.02891896867
552	0.02884903911
553	0.02876976262
554	0.02873302763
555	0.02866494344
556	0.02850264338
557	0.028437172
558	0.02837654566
559	0.02825375099
560	0.02819853615
561	0.02815651753
562	0.02812302768
563	0.0280749639
564	0.02804377261
565	0.02798096331
566	0.02794137233
567	0.02789237993
568	0.02783363158
569	0.02778037434
570	0.02769006401
571	0.02761638844
572	0.02753797938
573	0.0275203207
574	0.02746305802
575	0.02738716455
576	0.02733897333
577	0.027275899
578	0.02721271619
579	0.02717061108
580	0.02713705201
581	0.02706098592
582	0.02699832043
583	0.02694069979
584	0.02690236675
585	0.02686814052
586	0.02681479847
587	0.02677156036
588	0.0267000774
589	0.02664121049
590	0.02650903001
591	0.0263922226
592	0.02632669065
593	0.02626417305
594	0.02618769232
595	0.02610062927
596	0.02603133116
597	0.02597420899
598	0.02589259298
599	0.02580393914
600	0.02573183144
601	0.0256945134
602	0.02562253069
603	0.02555596229
604	0.02545954813
605	0.02540444783
606	0.02534626719
607	0.02528568327
608	0.02523761302
609	0.02520162261
610	0.02510274425
611	0.0250538883
612	0.02503546815
613	0.02498734865
614	0.0249206861
615	0.02487208832
616	0.02480726981
617	0.02478594609
618	0.02475951598
619	0.02471537427
620	0.02469727456
621	0.02466187729
622	0.02462058429
623	0.02455107455
624	0.02451669559
625	0.02448375846
626	0.02443108403
627	0.02431670553
628	0.02423161153
629	0.0241637401
630	0.02407025801
631	0.02402386254
632	0.02400768149
633	0.0239340808
634	0.02388494163
635	0.0238629593
636	0.02384577851
637	0.02380041595
638	0.02375081718
639	0.02368492499
640	0.02364598199
641	0.02359855009
642	0.02357045944
643	0.02353922712
644	0.02349240425
645	0.02345271657
646	0.02341599417
647	0.02339324358
648	0.02333757366
649	0.02329827166
650	0.02324385734
651	0.02317307654
652	0.02315274071
653	0.0230636024
654	0.02300614411
655	0.02294852313
656	0.02290225559
657	0.02283600075
658	0.02278850734
659	0.02274455863
660	0.02270627607
661	0.02261602392
662	0.02258995454
663	0.02256277846
664	0.02247768525
665	0.02242300955
666	0.02238671259
667	0.02232563864
668	0.02226068898
669	0.02221967163
670	0.02218681311
671	0.02210958469
672	0.02206931252
673	0.02202143323
674	0.02194690982
675	0.02189465555
676	0.02187217603
677	0.02185495086
678	0.02181755225
679	0.02176851108
680	0.02172607483
681	0.02170336852
682	0.02166390781
683	0.02159766795
684	0.02154339046
685	0.02149065703
686	0.02144750395
687	0.02137647169
688	0.02136038505
689	0.02131993769
690	0.02126785602
691	0.0212340224
692	0.02116714948
693	0.02112607935
694	0.02106649511
695	0.02101795127
696	0.02098951222
697	0.0209230395
698	0.02087368774
699	0.02083423255
700	0.0207957814
701	0.02073930148
702	0.02072483955
703	0.02068681164
704	0.02064307729
705	0.02060565138
706	0.0205787479
707	0.02051901549
708	0.02046610429
709	0.0204433344
710	0.02040102622
711	0.02033054715
712	0.02030732672
713	0.02025522981
714	0.02023714859
715	0.02020361819
716	0.02019595349
717	0.02014345472
718	0.02011382415
719	0.02008444214
720	0.02004208055
721	0.02002323769
722	0.01998957734
723	0.01995909749
724	0.01992986197
725	0.01989896301
726	0.01985145565
727	0.01981340772
728	0.0197959747
729	0.0197409709
730	0.0196999776
731	0.01966083172
732	0.01962927244
733	0.01960586119
734	0.01957056042
735	0.01954850687
736	0.01950871411
737	0.01944887195
738	0.01940923141
739	0.01936431862
740	0.01933188909
741	0.01929369484
742	0.01926135028
743	0.01923231627
744	0.01919283437
745	0.01916018544
746	0.01912253839
747	0.01907803388
748	0.01902631039
749	0.0189967613
750	0.01896858456
751	0.01894641095
752	0.01892143682
753	0.0188704091
754	0.01884519167
755	0.01881312891
756	0.01878988308
757	0.01875467794
758	0.01873547132
759	0.01869867635
760	0.01866045625
761	0.01863504923
762	0.01861160636
763	0.01858704992
764	0.01851925202
765	0.01848802444
766	0.01846643144
767	0.01840241014
768	0.01838620967
769	0.01835420239
770	0.01827206901
771	0.01825298554
772	0.01822291143
773	0.01818980298
774	0.01815644961
775	0.01810332616
776	0.01807857646
777	0.01803117723
778	0.01799563634
779	0.0179764846
780	0.01795493418
781	0.01794466378
782	0.01790670446
783	0.01789542841
784	0.01788577465
785	0.01785869856
786	0.01781845903
787	0.01780640791
788	0.0177977945
789	0.01777197848
790	0.01773193456
791	0.01770707572
792	0.01767216581
793	0.01765376438
794	0.01764027289
795	0.01760772688
796	0.01756351555
797	0.01752521005
798	0.01748321219
799	0.01744649389
800	0.01743297387
801	0.01740883221
802	0.01736842517
803	0.01731881959
804	0.01728900458
805	0.01726299274
806	0.01720264991
807	0.01718905296
808	0.01713914565
809	0.01710991195
810	0.01706549137
811	0.01705124887
812	0.01703345953
813	0.01700594932
814	0.01699117657
815	0.01695653348
816	0.01691533777
817	0.01689080941
818	0.01686400008
819	0.01683847922
820	0.01680818425
821	0.01678735519
822	0.01675905626
823	0.01674913242
824	0.01669837378
825	0.01666120926
826	0.01663407899
827	0.01660915171
828	0.01659897359
829	0.01658207883
830	0.01656002827
831	0.01654179648
832	0.0164830017
833	0.01643834793
834	0.01641773857
835	0.01640848321
836	0.0163855679
837	0.01635620275
838	0.0163066595
839	0.01628901718
840	0.01628077184
841	0.01626401442
842	0.01623315856
843	0.01619863489
844	0.01616782326
845	0.01613918744
846	0.01612272018
847	0.01608970607
848	0.01605702934
849	0.01603988766
850	0.01600357485
851	0.01598937737
852	0.01597038724
853	0.01595531867
854	0.01595305175
855	0.01592378415
856	0.01587943825
857	0.01586404738
858	0.01585875848
859	0.01583402827
860	0.01583396639
861	0.01583395413
862	0.01580540321
863	0.01580509591
864	0.01577955961
865	0.01574904527
866	0.01570019248
867	0.01568932961
868	0.01566623407
869	0.01565744506
870	0.01562515467
871	0.01558743553
872	0.01556740189
873	0.01553738014
874	0.01550923766
875	0.01549835241
876	0.0154716656
877	0.01542018109
878	0.01539528581
879	0.01537664267
880	0.01537659
881	0.01534036865
882	0.01530506511
883	0.01526993553
884	0.0152421607
885	0.01522355582
886	0.0152014656
887	0.01518834286
888	0.01516280823
889	0.01512705199
890	0.01511606337
891	0.01507495445
892	0.01504045716
893	0.0150404451
894	0.01502147245
895	0.01497919101
896	0.0149705394
897	0.01497052382
898	0.01497051194
899	0.01497049659
900	0.0149575124
901	0.01493741763
902	0.01491429856
903	0.01488361659
904	0.01488360581
905	0.01488358741
906	0.01488355572
907	0.01488352814
908	0.01488350794
909	0.01488344541
910	0.01488316108
911	0.01485763475
912	0.01484842327
913	0.01481796268
914	0.01481793533
915	0.01481791501
916	0.01481790214
917	0.0148178937
918	0.01481783446
919	0.01481777605
920	0.01481776163
921	0.01481776214
922	0.01481775601
923	0.014817749
924	0.01481773469
925	0.0148177354
926	0.01481768398
927	0.01481767651
928	0.01481766758
929	0.01481152681
930	0.01481124524
931	0.01481124652
932	0.01481122847
933	0.01481099797
934	0.0148109912
935	0.01481096754
936	0.01481094111
937	0.01481088153
938	0.01481082969
939	0.01481079005
940	0.01481052741
941	0.01480763439
942	0.01476610646
943	0.01474880054
944	0.01474874015
945	0.01472791051
946	0.01472791122
947	0.01469131158
948	0.01465170257
949	0.01463785126
950	0.01463784077
951	0.01463783094
952	0.01463781273
953	0.01463779902
954	0.01463778692
955	0.01463774489
956	0.01463774489
957	0.0146074654
958	0.01456555162
959	0.01455086966
960	0.01451326398
961	0.01450004921
962	0.01446987375
963	0.01443433596
964	0.01443407903
965	0.01440436042
966	0.01436814776
967	0.01433491238
968	0.01431005388
969	0.01429266234
970	0.01424510475
971	0.01422333526
972	0.01420113438
973	0.01418092461
974	0.01417333791
975	0.01414215279
976	0.01412413779
977	0.01410858604
978	0.01409589407
979	0.01407909717
980	0.0140510267
981	0.01403647917
982	0.01402637345
983	0.01400655867
984	0.01400631602
985	0.01398885233
986	0.01396832867
987	0.0139460719
988	0.01393638724
989	0.0139201959
990	0.0139103068
991	0.01389670544
992	0.01389387586
993	0.01386686464
994	0.01385028265
995	0.01384998388
996	0.01381241615
997	0.0138009066
998	0.01377663304
999	0.0137464893
